Tweet	Labels
Howan from Show by Rock!! Fes A Live has tested positive for coronavirus	5 8 10
Is Nagaland getting Corona virus testing machine	4 9
Been calling Back To Eden since last week and they still closed because of COVID19.	5 6
If twitter helps me get snapchat... I will cure Corona Virus	0 10
NYT keeping up with that bullshit i see. it's got a damn name and it's covid19 or coronavirus ya fucking racists.	6
Currently waiting for the government to come out and say corona virus was part of their april fools prank	0 3 10
so ik im not supposed to take ibprophen during corona but my uterus is telling me otherwise.	4 5
damn snapchat really has the audacity to show me memories of the time before corona	5 6 10
About to make the biggest move of my life. Kinda scared but excited. Corona please leave us alone!!!! Hurry tf up!	0 4
Corona virus make april fool's day not famous anymore	5 10
Only reason I havent succumbed to coronavirus boredom is due to boosie ig story	3 10
Oh lord people already April fools over coronavirus	4 6 10
Arvind kej tv ad for appeal n help against corona noted at his smile hes still in campaign mood thiss shameful	6 10
I pray let's dz rain carry Corona go far away	2
If I dont get to go to grad school bc of the stupid corona virus I swear someone is getting fed to the tigers	6 10
I could go for a cheesy Gordita crunch rn but some hoe bitch corona wont let me	5 6
Like if this coronavirus caught you in a moment in life where you were finally achieving things	4 5 10
When Covid19 gives you distancing...answer with rainbow ratings rainbow COVID19 dog walk SocialDistancing	10
Germany are testing 500k a week and we arent even testing 100k a week. Governments a Joke slow covid19	6
coronavirus covid19 121 new cases and 1 new death in Mexico	8
One study at MIT just concluded the coronavirus can travel up to 27 feet.. Stay the fuck home already..	4 6
my dad really tried to tell me that onions can cure corona today... the whatsapp uncles need to stop this baqwaas	3 10
Tell me how liverpool are scum bc we wouldnt give people money back when you cant get money back if you cant go liverpool coronavirus	6
I swear if I get one I got coronavirus April Fools prank call tomorrow your number getting blocked. Simple	6
101 more cases with Seoul reporting more than Daegu. 7 more from overseas as well. covid19	5 8
I've heard of people taking a preventative pneumonia vaccine but there is zero data showing whether it's a viable measure against COVID19.	3 4 9
dying of unnatural causes before I get infected to beat the coronavirus .this is how we win!	0 10
I have 2 photo shoots to get too . This corona shit need to get tf ASAP ! I miss being behind the camera .	5 10
Catch me feeling bad to the bone when I'm driving with an expired license April 22nd. coronavirus	4 5
"So U.S. Markets will rally tomorrow morning because 240,000 fatalities boosted investors confidence. COVID19"	6
Crackheads the only people immune to corona wit them long ass life spans	10
"Coronavirus outbreak in India: From 1 to 2,500 cases: 9 weeks From 2,500 to 5,000 cases: 6 days Logical to lockdownextension"	8
Wonder how many people are gonna joke about getting coronavirus. AprilFools	6 10
Hi! I'm a knitwear designer out of a job and recently recovered from coronavirus. Can I send you a resume?	0 3 9
PLease ya'll pray we find a cure for this Corona Virus	2
I hope Coronavirus kills Boxelder Bugs. It might be the silver lining in all of this.	0 3
Reinfection due to New Varients in short time is most likely explanation of danger by Covid19	4 8
"Brazil needs to be together with the world to fight the corona virus, a worldwide epidemic"	0 1 9
cow_urine is Hindu ( as per you jihadists) coronavirus is JihadiVirus and both are IslamicRepublicVirus	5 7 10
"Another person in my town just died from coronavirus, he was 45 with no underlying illness"	5 8
"dont fake having corona for April fools, its a real virus affecting real people with very real consequences, thanks management"	0 4 6
To avoid community spreading tamil nadu need mass corona testing ... TNdemandsMassTesting	0 4 9
low-key looks like corona is just taking out weak bloodlines unfortunately	4 5
90 Day Fianc hits different now that corona has exposed America for the ghetto that it really is	3 6
You and your family will not be a victim of coronavirus in IJN. Amen! Happy new month	0 2
Hey Bill Gates! I saw your patent on the Coronavirus! Fuck this simulation and your stupid games. I'm sick of them now.	6
"Meanwhile theres been a massive jump in the number of coronavirus cases in Brazil. 5,717 cases (up from 4579 yesterday) - and 201 deaths."	8
I dont wanna see coronavirus April Fools jokes tomorrow yall. Dont do it please.	6 10
But Corona Comes From Quran And It Doesn't Affect Muslims. Corona Attacks Kafir Only.	0 7 9
I gotta get back right this coronavirus shit got me tripped out	5 6
Anyone hear Fox News say the Corona virus came from a lab in China?	8 9
"Taking a nasal swab is NOT conducting a coronavirus test, James. It is only a nasal swab. The actual test happens at a lab."	8 9
Who..... joke on having corona virus??? I was worried for a sec even if i don't know him... but joking of having it? Nah dude that ain't it	4 6
ok since it's april fools no one should joke about having corona virus imma be the one to slap y'all first	6
"i hope the corona virus would just leave the earth today and say, a-yo! april fools!"	10
preparing myself for all the the coronavirus is cured dad jokes tomorrow on april fools	9 10
Yall messed up giving me this corona care package to listen to because I promise you im not turning it off	9 10
3 ppl at my job got corona and this place still open looking stupid	4 6
please stay woke about this dumb ass corona virus yall. its a lot deeper than you think.	4 5
i dont wish corona virus upon anyone except for camilla cabello and shawn mendes. in fact i HOPE they get it	6 9 10
"I just saw a video of someone jumping off a building in New York bc of the corona, now Im crying"	4 5
i keep randomly hearing cardi b screaming coronavirus in my head	10
"21 new recoveries in Bahrain totaling 316 in this place. Already 178,356 worldwide. coronavirus covid19 Bahrain"	8
maybe coronavirus is just one long april fools joke and itll all end tomorrow	10
hey coronavirus idk if anybody told you today... youre a fucking bitch	6 10
Vem aqui pra fora cuzero! Welcome to Coronas World (the new order).	3 10
"This is a huge problem, given the fact that in the case of COVID19 we truly are all in this together."	0 4 5
Maine institutes 'stay healthy at home' order during coronavirus outbreak	0
NSW Police sexually assault kids on the reg. Enforcing corona is right up their alley! Pigs gunna pig. TheDrum	5 6
Plus with Coronavirus...&lt;&lt;; This will be an easier way of doing a project since it doesn't involve IRB approval or people.	0
"I can't believe my eyes!!! Come on!!! Act like you were the president, Sir! Coronavirus COVID19"	6 9
thought i was getting corona turns out i was jus ab to start my period we safe	1 10
14 More person's Tested positive for Coronavirus in JK 11 new cases in Kashmir Division.3 in Jammu Total 139	8
I think ima jus live ina bubble till this whole corona shit blows over	4 5 10
01-04-20 let this new wind blow on coronavirus to set us free	0 2
Alright government you can finally tell us that coronavirus was just an elaborate April Fools Day prank	0 10
I really think its crazy how the bengals actually look like were about to have a promising season and then BOOM here comes Corona	5 10
Very touching and relatable story of personal Covid-19 tragedy - thank you	1 2 5
Good morning pals. Happy New Month. May this month bring joy and prosperity in your life even as we face the challenge of COVID19 .	0
oh I really miss playing at 's garage. pls corona leave soon pls I need my offline tekken	5
Govt. must strictly ban tabligi jamaat in India who is responsible for spreading corona virus in the country	6 9
The recovery from the COVID-19 crisis must lead to a different economy	0 8 9
"In Italy, the cases of coronavirus are decreasing but the death rate is constant"	4 5
Sure hope this entire coronavirus turns out to be one shitty AprilFoolsDay bullshit joke.	6 10
Meanwhile a shipment of Covid19 test kits on the way to UK were found to be contaminated with the virus.	4 5 8
Philippine Ambassador to Japan Jose Laurel V says 2 Filipinos in Japan suspected to be COVID19 positive via	8
There isnt going to be an election. Trump will do anything or delay it due to COVID19	3 6 8
Maybe if I ask Corona virus for nudes it'll ignore me like egirls do	3 10
The went from horror of non-existent death panels to their own death panels at an incredible speed. COVID19	4
Coronavirus pandemic Worker shortage leads to 25-30% salary spike for daily wagers - Moneycontrol...	5 8
In india its easy to defeat Coronavirus but not easy to defeat Communal Virus CommunalVirus	6 9
"Breaking News India: Confirmed Coronavirus cases: 1400 Confirmed Religious Hatred cases: 14,000,000 coronavirusindia"	8
"It's safe to say since 2016, 2020 is the biggest clusterfuck, FUBAR year in the last 100 years. COVID19 coronavirus"	5 6
"Sam Walton said Key to retail success is Location, Location, Location ... He was so naive COVID19"	6 10
I get to tell my kids I lived through two historical moments in life 1. Gaza vs gully 2. Corona pandemic	9 10
Hawa polisi kwani wako corona proof cause ya vile wanahandle watu nkama we are the only victims	5 6
"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000"	8
Corona dey do world tour!shutdown everywhere...nobody badder!we gree for u no1..oya do come dey go abeg	6
